番号 	Winner1 	Winner2 	Winner3 	Winner4 	Loser1 	Loser2 	Loser3 	Loser4 	レート増 	レート減
19518 	tomyam 	masa4_ 	tanico 	quick 	TENMU 	Ros 	hikouki 	ta_ka 	14 	13
19519 	lime 	tarepanda 	noboru 	Hikari 	co2 	masa4_ 	polpo 	yu_ki 	8 	7
19520 	tomyam 	masa4_ 	mmn 	tanico 	Nocturne 	TENMU 	borma 	quick 	12 	11
19521 	TENMU 	tomyam 	hikouki 	Hikari 	lime 	polpo 	borma 	rita 	12 	11
19522 	syaka 	noboru 	taa 	quick 	masa4_ 	cwrouu 	Ros 	sisimaru 	10 	9
19523 	masa4_ 	cwrouu 	quick 	sisimaru 	^dirty 	Ros 	tanico 	koucha 	15 	14
19524 	cwrouu 	Ros 	SeiRen 	koucha 	TENMU 	single 	ta_ka 	sisimaru 	14 	13
19525 	cwrouu 	syaka 	tanico 	sisimaru 	TENMU 	single 	ta_ka 	SeiRen 	14 	13
19526 	cwrouu 	^dirty 	Ros 	SeiRen 	TENMU 	co2 	single 	sisimaru 	12 	11
19527 	lime 	co2 	ta_ka 	sisimaru 	TENMU 	syaka 	Ros 	single 	16 	15
19528 	lime 	TENMU 	syaka 	sisimaru 	onini 	co2 	tarepanda 	SeiRen 	15 	14
19529 	tarepanda 	^dirty 	hikouki 	PND 	TENMU 	Ros 	tanico 	SeiRen 	11 	10
19530 	pietan 	Ros 	yu_ki 	Tanuki 	syaka 	iti_monme 	mome 	hikouki 	15 	14
19531 	onini 	culchan 	^dirty 	tooya 	Nocturne 	tomyam 	co2 	sisimaru 	10 	9
19532 	TENMU 	co2 	^dirty 	quick 	Nocturne 	iti_monme 	mome 	yu_ki 	12 	11
19533 	tomyam 	culchan 	tanico 	quick 	TENMU 	iti_monme 	Ros 	ruseal 	13 	12
19534 	tomyam 	Ros 	quick 	koucha 	TENMU 	culchan 	ruseal 	koryu5 	12 	11
19535 	TENMU 	tomyam 	borma 	koucha 	masa4_ 	culchan 	cwrouu 	teeneon 	11 	10
19536 	cwrouu 	syaka 	jiro 	Hikari 	pietan 	blackhouse 	borma 	sisimaru 	11 	10
19537 	jiro 	blackhouse 	PND 	sisimaru 	pietan 	Hikari 	koryu5 	porando 	12 	11
19538 	cwrouu 	tooya 	Thrall 	sisimaru 	pietan 	kircheis 	koryu5 	porando 	14 	13
19539 	onini 	noboru 	PND 	Hikari 	co2 	syaka 	mome 	yu_ki 	12 	11
19540 	borma 	ta_ka 	rita 	sisimaru 	tomyam 	ruseal 	kircheis 	porando 	15 	14
19541 	co2 	noboru 	mome 	Hikari 	onini 	syaka 	yu_ki 	koryu5 	12 	11
19542 	masa4_ 	borma 	sisimaru 	ruseal 	tomyam 	ga-n 	koucha 	porando 	14 	13
19543 	tarepanda 	culchan 	syaka 	noboru 	pietan 	onini 	yu_ki 	kircheis 	14 	13
19544 	lime 	ga-n 	rita 	sisimaru 	tomyam 	masa4_ 	koucha 	porando 	13 	12
19545 	pietan 	hikouki 	yu_ki 	Hikari 	co2 	mome 	tooya 	borma 	14 	13
19546 	tomyam 	masa4_ 	tarepanda 	SeiRen 	lime 	Nizuosh 	^dirty 	koucha 	18 	17
19547 	pietan 	mome 	hikouki 	yu_ki 	co2 	muramura 	noboru 	borma 	13 	12
19548 	pietan 	noboru 	borma 	rita 	lime 	tooya 	tanico 	SeiRen 	13 	12
19549 	lime 	co2 	tooya 	Hikari 	pietan 	syaka 	noboru 	SeiRen 	16 	15
19550 	pietan 	co2 	Hikari 	kircheis 	onini 	syaka 	PND 	sisimaru 	15 	14
19551 	polpo 	muramura 	culchan 	rita 	pietan 	syaka 	borma 	sisimaru 	14 	13
19552 	tomyam 	masa4_ 	quick 	sisimaru 	pietan 	borma 	tanico 	ruseal 	16 	15
19553 	co2 	noboru 	mome 	yu_ki 	onini 	jiro 	PND 	Hikari 	13 	12
19554 	polpo 	muramura 	jiro 	yu_ki 	pietan 	syaka 	borma 	rita 	11 	10
19555 	pietan 	ICE 	SeiRen 	koryu5 	dora 	mome 	borma 	rita 	15 	14
19556 	Nocturne 	masa4_ 	noboru 	Hikari 	lime 	tomyam 	hikouki 	ruseal 	14 	13
19557 	pietan 	syaka 	mome 	rita 	onini 	co2 	yu_ki 	PND 	16 	15
19558 	Nocturne 	co2 	ICE 	borma 	pietan 	dora 	Hikari 	SeiRen 	10 	9
19559 	pietan 	jiro 	PND 	sisimaru 	cwrouu 	syaka 	borma 	yu_ki 	9 	8
19560 	muramura 	noboru 	syaka 	jiro 	pietan 	polpo 	yu_ki 	Hikari 	9 	8
19561 	pietan 	noboru 	jiro 	hikouki 	masa4_ 	muramura 	polpo 	syaka 	14 	13
19562 	lime 	rita 	ruseal 	koryu5 	ICE 	borma 	kanpei 	PND 	14 	13
19563 	Nocturne 	muramura 	noboru 	mome 	pietan 	masa4_ 	syaka 	yu_ki 	12 	11
19564 	lime 	tomyam 	mome 	PND 	pietan 	masa4_ 	noboru 	hikouki 	14 	13
19565 	polpo 	ICE 	ruseal 	koryu5 	Ros 	borma 	Hikari 	touyou 	14 	13
19566 	Nocturne 	co2 	hikouki 	rita 	muramura 	noboru 	syaka 	PND 	13 	12
19567 	pietan 	yu_ki 	PND 	Hikari 	polpo 	Nizuosh 	borma 	ga-n 	14 	13
19568 	pietan 	syaka 	PND 	rita 	Nocturne 	co2 	hikouki 	koucha 	16 	15
19569 	pietan 	co2 	borma 	koucha 	Nocturne 	noboru 	syaka 	Hikari 	16 	15
19570 	co2 	cwrouu 	hikouki 	ga-n 	pietan 	syaka 	PND 	koryu5 	13 	12
19571 	tomyam 	polpo 	quick 	koryu5 	pietan 	PND 	touyou 	rita 	13 	12
19572 	pietan 	mome 	rita 	sisimaru 	co2 	syaka 	yu_ki 	PND 	14 	13
19573 	Nocturne 	masa4_ 	Hikari 	porando 	tomyam 	yuchan 	yamachan 	quick 	14 	13
19574 	tarepanda 	culchan 	syaka 	mome 	pietan 	co2 	yu_ki 	PND 	11 	10
19575 	dora 	polpo 	rita 	ruseal 	Nocturne 	kanpei 	yamachan 	SeiRen 	14 	13
19576 	lime 	masa4_ 	Hikari 	koucha 	tomyam 	noboru 	tooya 	hikouki 	15 	14
19577 	pietan 	dora 	kanpei 	yu_ki 	Nocturne 	co2 	syaka 	PND 	15 	14
19578 	pietan 	co2 	polpo 	SeiRen 	lime 	noboru 	syaka 	hikouki 	13 	12
19579 	pietan 	dora 	hikouki 	PND 	lime 	Nocturne 	ga-n 	rita 	11 	10
19580 	lime 	noboru 	syaka 	SeiRen 	Nocturne 	dora 	co2 	rita 	13 	12
19581 	pietan 	noboru 	SeiRen 	rita 	dora 	co2 	hikouki 	Hikari 	14 	13
19582 	hikouki 				rita 				5 	4
19583 	pietan 	co2 	Hikari 	koucha 	onini 	syaka 	mome 	sisimaru 	17 	16
19584 	pietan 	co2 	mome 	sisimaru 	onini 	muramura 	syaka 	koucha 	13 	12
19585 	pietan 	jiro 	yu_ki 	Hikari 	polpo 	muramura 	syaka 	PND 	13 	12
19586 	lime 	tomyam 	blackhouse 	Hikari 	onini 	masa4_ 	syaka 	PND 	12 	11
19587 	ruseal 	last^HM 	yuyu_ 	chivalry 	koryu5 	miho 	mi_ck 	mimi 	16 	15
19588 	pietan 	co2 	yu_ki 	ga-n 	Henry 	muramura 	mome 	jiro 	15 	14
19589 	lime 	onini 	syaka 	PND 	TENMU 	tomyam 	masa4_ 	cwrouu 	14 	13
19590 	tomyam 	cwrouu 	blackhouse 	ga-n 	TENMU 	masa4_ 	tanico 	Hikari 	12 	11
19591 	co2 	muramura 	jiro 	SeiRen 	pietan 	mome 	yu_ki 	koucha 	12 	11
19592 	onini 	Henry 	syaka 	mome 	pietan 	co2 	muramura 	yu_ki 	11 	10
19593 	Nocturne 	TENMU 	tanico 	kanpei 	lime 	masa4_ 	blackhouse 	ruseal 	13 	12
19594 	pietan 	co2 	masa4_ 	kanpei 	lime 	Nocturne 	mome 	Hikari 	12 	11
19595 	onini 	TENMU 	masa4_ 	SeiRen 	lime 	Nocturne 	syaka 	Hikari 	12 	11
19596 	pietan 	TENMU 	rita 	koucha 	Nocturne 	syaka 	mome 	PND 	13 	12
19597 	culchan 	syaka 	yuchan 	blackhouse 	TENMU 	cwrouu 	kanpei 	PND 	14 	13
19598 	TENMU 	dora 	PND 	Hikari 	culchan 	cwrouu 	yuchan 	blackhouse 	14 	13
19599 	TENMU 	cwrouu 	PND 	Hikari 	dora 	syaka 	Ros 	quick 	11 	10
19600 	dora 	cwrouu 	Ros 	blackhouse 	TENMU 	noboru 	syaka 	PND 	14 	13
19601 	culchan 	syaka 	mome 	blackhouse 	TENMU 	dora 	hikouki 	quick 	14 	13
19602 	TENMU 	dora 	hikouki 	quick 	culchan 	syaka 	mome 	blackhouse 	13 	12
19603 	masa4_ 	culchan 	mome 	yuchan 	pietan 	syaka 	ga-n 	PND 	10 	9
19604 	TENMU 	masa4_ 	hikouki 	quick 	culchan 	cwrouu 	syaka 	yu_ki 	11 	10
19605 	culchan 	noboru 	syaka 	Ros 	co2 	masa4_ 	cwrouu 	quick 	13 	12
19606 	co2 	mome 	syaka 	hikouki 	onini 	noboru 	yu_ki 	Hikari 	11 	10
19607 	masa4_ 	culchan 	cwrouu 	blackhouse 	lime 	TENMU 	ga-n 	sisimaru 	12 	11
19608 	tokotoko 	noboru 	mome 	Tanuki 	onini 	co2 	yu_ki 	PND 	10 	9
19609 	lime 	TENMU 	quick 	sisimaru 	tomyam 	masa4_ 	yuchan 	ga-n 	14 	13
19610 	co2 	mome 	yu_ki 	SeiRen 	tarepanda 	noboru 	syaka 	koryu5 	14 	13
19611 	Henry 	tarepanda 	noboru 	mome 	tokotoko 	co2 	syaka 	touyou 	12 	11
19612 	tomyam 	masa4_ 	PND 	sisimaru 	lime 	ga-n 	ta_ka 	quick 	13 	12
19613 	pietan 	onini 	syaka 	yu_ki 	tokotoko 	co2 	Henry 	noboru 	15 	14
19614 	TENMU 	cwrouu 	hikouki 	ta_ka 	tomyam 	masa4_ 	yuchan 	quick 	13 	12
19615 	onini 	co2 	Henry 	mome 	lime 	tokotoko 	noboru 	SeiRen 	12 	11
19616 	koryu5 	trash[jp] 	mi_ck 	hiropu 	rairai 	wildcarp 	yuyu_ 	mutti[JP] 	37 	36
19617 	TENMU 	Ros 	hikouki 	quick 	tomyam 	masa4_ 	ta_ka 	sisimaru 	12 	11
19618 	lime 	tokotoko 	mome 	syaka 	pietan 	co2 	Henry 	noboru 	7 	6
19619 	tomyam 	Ros 	kanpei 	ta_ka 	Nocturne 	masa4_ 	quick 	sisimaru 	12 	11
19620 	pietan 	co2 	tarepanda 	SeiRen 	tokotoko 	muramura 	noboru 	yuchan 	11 	10
19621 	pietan 	tokotoko 	kanpei 	quick 	Nocturne 	tomyam 	masa4_ 	SeiRen 	13 	12
19622 	dora 	Ros 	hikouki 	quick 	tarepanda 	culchan 	cwrouu 	porando 	14 	13
19623 	culchan 	cwrouu 	Ros 	hikouki 	dora 	tarepanda 	syaka 	quick 	11 	10
19624 	tomyam 	tarepanda 	hikouki 	ga-n 	dora 	culchan 	syaka 	PND 	14 	13
19625 	dora 	culchan 	ga-n 	PND 	tarepanda 	syaka 	Ros 	quick 	10 	9
19626 	tomyam 	Henry 	Ros 	quick 	dora 	tarepanda 	syaka 	PND 	14 	13
19627 	onini 	dora 	Henry 	quick 	tomyam 	tarepanda 	culchan 	syaka 	12 	11
19628 	onini 	co2 	Henry 	quick 	tomyam 	tarepanda 	culchan 	syaka 	12 	11
19629 	TENMU 	culchan 	koryu5 	mujina 	syaka 	Ros 	hikouki 	ruseal 	11 	10
19630 	co2 	culchan 	mome 	syaka 	tomyam 	Henry 	Ros 	hikouki 	12 	11
19631 	onini 	Ros 	hikouki 	PND 	co2 	Henry 	syaka 	yu_ki 	14 	13
19632 	pietan 	ta_ka 	koucha 	koryu5 	^dirty 	syaka 	hikouki 	sisimaru 	15 	14
19633 	tokotoko 	syaka 	Ros 	sisimaru 	culchan 	^dirty 	mome 	koucha 	9 	8
19634 	TENMU 	masa4_ 	ta_ka 	quick 	tomyam 	blackhouse 	yuchan 	tanico 	11 	10
19635 	tokotoko 	PND 	Hikari 	SeiRen 	masa4_ 	noboru 	mome 	ruseal 	18 	17
19636 	pietan 	noboru 	mome 	ruseal 	masa4_ 	tarepanda 	culchan 	SeiRen 	10 	9
19637 	pietan 	co2 	tarepanda 	sisimaru 	onini 	cwrouu 	noboru 	mome 	21 	20
19638 	tokotoko 	culchan 	cwrouu 	noboru 	pietan 	co2 	polpo 	Hikari 	10 	9
19639 	pietan 	co2 	hikouki 	PND 	lime 	polpo 	noboru 	Hikari 	15 	14
19640 	co2 	cwrouu 	noboru 	hikouki 	lime 	polpo 	Hikari 	SeiRen 	10 	9
19641 	cwrouu 	noboru 	mome 	syaka 	onini 	co2 	PND 	Hikari 	14 	13
19642 	lime 	noboru 	yamachan 	quick 	masa4_ 	polpo 	hikouki 	PND 	11 	10
19643 	co2 	mome 	syaka 	ruseal 	onini 	yuchan 	yu_ki 	sisimaru 	12 	11
19644 	lime 	hikouki 	kanpei 	PND 	masa4_ 	polpo 	noboru 	quick 	13 	12
19645 	co2 	jiro 	yu_ki 	SeiRen 	onini 	mome 	sisimaru 	ruseal 	12 	11
19646 	masa4_ 	noboru 	hikouki 	tanico 	lime 	polpo 	quick 	ulsi 	14 	13
19647 	pietan 	masa4_ 	noboru 	rita 	onini 	mome 	syaka 	hikouki 	14 	13
19648 	lime 	masa4_ 	polpo 	sisimaru 	onini 	tomyam 	hikouki 	PND 	15 	14
19649 	pietan 	co2 	Ros 	hikouki 	onini 	polpo 	noboru 	syaka 	13 	12
19650 	onini 	polpo 	mome 	syaka 	pietan 	co2 	noboru 	yu_ki 	13 	12
19651 	pietan 	syaka 	hikouki 	SeiRen 	Nocturne 	co2 	noboru 	rita 	12 	11
19652 	co2 	tarepanda 	cwrouu 	Tanuki 	onini 	syaka 	hikouki 	PND 	14 	13
19653 	mome 	syaka 	PND 	Tanuki 	polpo 	jiro 	kanpei 	sisimaru 	13 	12
19654 	onini 	jiro 	syaka 	sisimaru 	co2 	polpo 	mome 	Tanuki 	15 	14
19655 	co2 	masa4_ 	mome 	jiro 	lime 	polpo 	Ros 	yu_ki 	13 	12
19656 	pietan 	mome 	jiro 	yu_ki 	lime 	masa4_ 	Ros 	SeiRen 	13 	12
19657 	Nocturne 	co2 	Ros 	mujina 	polpo 	culchan 	syaka 	PND 	13 	12
19658 	pietan 	lime 	yu_ki 	SeiRen 	tokotoko 	masa4_ 	noboru 	jiro 	16 	15
19659 	co2 	cwrouu 	PND 	quick 	Nocturne 	hikouki 	ga-n 	Tanuki 	12 	11
19660 	polpo 	hikouki 	ga-n 	quick 	Nocturne 	yu_ki 	Tanuki 	rita 	13 	12
19661 	polpo 	mome 	hikouki 	PND 	tomyam 	co2 	yamachan 	rita 	14 	13
19662 	tokotoko 	co2 	hikouki 	Tanuki 	tomyam 	masa4_ 	polpo 	yu_ki 	13 	12
19663 	Golira 	koryu5 	mujina 	oyacchan 	rita 	bouya_aki 	kircheis 	hiropu 	18 	17
19664 	pietan 	masa4_ 	culchan 	hikouki 	tokotoko 	Nocturne 	tomyam 	yamachan 	13 	12
19665 	tokotoko 	Nocturne 	polpo 	rita 	pietan 	tomyam 	hikouki 	SeiRen 	13 	12
19666 	tokotoko 	onini 	polpo 	rita 	pietan 	co2 	noboru 	hikouki 	15 	14
19667 	lime 	Nizuosh 	SeiRen 	Tanuki 	co2 	cwrouu 	hikouki 	noma 	10 	9
19668 	tomyam 	syaka 	single 	sisimaru 	masa4_ 	yuchan 	ta_ka 	PND 	13 	12
19669 	co2 	hikouki 	SeiRen 	Tanuki 	cwrouu 	noboru 	yu_ki 	rita 	12 	11
19670 	lime 	yuchan 	ta_ka 	PND 	tomyam 	masa4_ 	syaka 	sisimaru 	15 	14
19671 	cwrouu 	Ros 	tanico 	rita 	culchan 	hikouki 	SeiRen 	Tanuki 	11 	10
19672 	TENMU 	masa4_ 	yu_ki 	PND 	tomyam 	co2 	syaka 	sisimaru 	15 	14
19673 	masa4_ 	syaka 	hikouki 	tanico 	Nocturne 	cwrouu 	yuchan 	sisimaru 	12 	11
19674 	dora 	syaka 	tanico 	sisimaru 	co2 	noboru 	SeiRen 	rita 	13 	12
19675 	TENMU 	PND 	Tanuki 	touyou 	polpo 	hikouki 	single 	quick 	13 	12
19676 	co2 	syaka 	hikouki 	PND 	TENMU 	culchan 	single 	Tanuki 	14 	13
19677 	TENMU 	hikouki 	single 	quick 	Henry 	tarepanda 	PND 	koucha 	14 	13
19678 	TENMU 	Henry 	muramura 	hikouki 	pietan 	tarepanda 	culchan 	PND 	15 	14
19679 	Nocturne 	mmn 	ta_ka 	quick 	TENMU 	hikouki 	ga-n 	sisimaru 	11 	10
19680 	tomyam 	cwrouu 	quick 	sisimaru 	TENMU 	mmn 	ga-n 	koucha 	15 	14
19681 	onini 	muramura 	syaka 	single 	co2 	Henry 	tarepanda 	hikouki 	14 	13
19682 	polpo 	tarepanda 	Hikari 	teeneon 	co2 	hikouki 	tanico 	rita 	12 	11
19683 	culchan 	taa 	noboru 	borma 	TENMU 	mannbou 	Ros 	sisimaru 	11 	10
19684 	TENMU 	culchan 	noboru 	sisimaru 	dora 	taa 	Ros 	borma 	13 	12
19685 	dora 	tarepanda 	hikouki 	borma 	TENMU 	taa 	noboru 	sisimaru 	11 	10
19686 	onini 	syaka 	borma 	PND 	Nocturne 	masa4_ 	culchan 	sisimaru 	16 	15
19687 	masa4_ 	culchan 	PND 	single 	TENMU 	hikouki 	borma 	Dummy2000 	13 	12
19688 	TENMU 	taa 	mmn 	PND 	masa4_ 	Henry 	hikouki 	borma 	12 	11
19689 	lime 	masa4_ 	tanico 	sisimaru 	TENMU 	culchan 	hikouki 	borma 	15 	14
19690 	TENMU 	^dirty 	yuchan 	borma 	tomyam 	masa4_ 	culchan 	ruseal 	13 	12
19691 	TENMU 	culchan 	Hikari 	ruseal 	masa4_ 	mmn 	tanico 	borma 	13 	12
19692 	co2 	jiro 	syaka 	Tanuki 	Nocturne 	tarepanda 	noboru 	rairai 	11 	10
19693 	Nocturne 	tarepanda 	tanico 	Tanuki 	polpo 	taa 	jiro 	borma 	14 	13
19694 	co2 	syaka 	yu_ki 	quick 	lime 	masa4_ 	ruseal 	kircheis 	18 	17
19695 	taa 	jiro 	SeiRen 	rita 	polpo 	borma 	ga-n 	Tanuki 	12 	11
19696 	lime 	PND 	yu_ki 	quick 	tomyam 	masa4_ 	tanico 	ruseal 	11 	10
19697 	polpo 	jiro 	touyou 	rita 	co2 	borma 	Tanuki 	SeiRen 	14 	13
19698 	tomyam 	masa4_ 	hikouki 	PND 	lime 	Ros 	tanico 	quick 	13 	12
19699 	co2 	borma 	yu_ki 	rita 	jiro 	syaka 	SeiRen 	koucha 	13 	12
19700 	co2 	polpo 	syaka 	koucha 	pietan 	borma 	yu_ki 	SeiRen 	10 	9
19701 	pietan 	polpo 	SeiRen 	rita 	dora 	co2 	hikouki 	borma 	14 	13
19702 	co2 	yu_ki 	Hikari 	sisimaru 	jiro 	syaka 	quick 	kircheis 	13 	12
19703 	polpo 	jiro 	quick 	kircheis 	syaka 	PND 	yu_ki 	borma 	14 	13
19704 	co2 	syaka 	tanico 	borma 	masa4_ 	polpo 	PND 	Hikari 	11 	10
19705 	masa4_ 	culchan 	yu_ki 	quick 	tokotoko 	yuchan 	PND 	ruseal 	12 	11
19706 	lime 	co2 	borma 	touyou 	tokotoko 	polpo 	Ros 	rita 	14 	13
19707 	lime 	SeiRen 	rita 	koucha 	tanico 	borma 	yu_ki 	PND 	6 	5
19708 	tarepanda 	borma 	PND 	sisimaru 	syaka 	kanpei 	Tanuki 	quick 	13 	12
19709 	co2 	syaka 	hikouki 	PND 	pietan 	borma 	kanpei 	Tanuki 	13 	12
19710 	tomyam 	hikouki 	yu_ki 	Dummy2000 	pietan 	borma 	Tanuki 	ruseal 	13 	12
19711 	jiro 	syaka 	yuchan 	borma 	tomyam 	co2 	quick 	ruseal 	13 	12
19712 	co2 	jiro 	yu_ki 	borma 	tomyam 	masa4_ 	quick 	yamachan 	12 	11
19713 	polpo 	syaka 	yu_ki 	yamachan 	co2 	masa4_ 	SeiRen 	ruseal 	12 	11
19714 	pietan 	blackhouse 	PND 	sisimaru 	co2 	syaka 	hikouki 	Tanuki 	14 	13
19715 	co2 	noboru 	hikouki 	blackhouse 	pietan 	syaka 	PND 	sisimaru 	11 	10
19716 	Nocturne 	mome 	hikouki 	borma 	pietan 	syaka 	Tanuki 	quick 	12 	11
19717 	co2 	blackhouse 	yuchan 	tanico 	masa4_ 	polpo 	maseri 	Dummy2000 	13 	12
19718 	tomyam 	blackhouse 	tanico 	Dummy2000 	masa4_ 	taa 	maseri 	quick 	13 	12
19719 	lime 	borma 	yamachan 	koucha 	noboru 	syaka 	hikouki 	Hikari 	12 	11
19720 	lime 	masa4_ 	syaka 	hikouki 	pietan 	taa 	noboru 	blackhouse 	9 	8
19721 	pietan 	hikouki 	borma 	rita 	Nocturne 	co2 	Hikari 	touyou 	12 	11
19722 	Nocturne 	culchan 	tanico 	yu_ki 	co2 	taa 	syaka 	SeiRen 	10 	9
19723 	hikouki 	tanico 	borma 	SeiRen 	co2 	yu_ki 	rita 	koucha 	13 	12
19724 	lime 	borma 	rita 	koucha 	co2 	hikouki 	tanico 	SeiRen 	15 	14
19725 	co2 	Henry 	polpo 	PND 	pietan 	culchan 	hikouki 	rita 	13 	12
19726 	onini 	culchan 	taa 	rita 	pietan 	cwrouu 	PND 	Tanuki 	10 	9
19727 	co2 	Henry 	tarepanda 	Hikari 	tokotoko 	syaka 	hikouki 	yu_ki 	14 	13
19728 	culchan 	cwrouu 	taa 	PND 	pietan 	hikouki 	maseri 	Tanuki 	14 	13
19729 	tokotoko 	blackhouse 	yu_ki 	rita 	onini 	syaka 	Hikari 	sisimaru 	13 	12
19730 	onini 	tokotoko 	mome 	yuchan 	lime 	co2 	Henry 	syaka 	15 	14
19731 	dora 	masa4_ 	hikouki 	PND 	pietan 	culchan 	SeiRen 	quick 	16 	15
19732 	pietan 	masa4_ 	SeiRen 	quick 	TENMU 	culchan 	hikouki 	tanico 	16 	15
19733 	tokotoko 	co2 	syaka 	blackhouse 	lime 	Henry 	mome 	yu_ki 	11 	10
19734 	TENMU 	tomyam 	tarepanda 	quick 	onini 	masa4_ 	hikouki 	tanico 	13 	12
19735 	pietan 	mome 	syaka 	sisimaru 	co2 	Henry 	^Shiki 	yu_ki 	17 	16
19736 	tokotoko 	TENMU 	tanico 	rita 	onini 	masa4_ 	hikouki 	quick 	10 	9
19737 	lime 	polpo 	tarepanda 	sisimaru 	co2 	Henry 	^Shiki 	borma 	9 	8
19738 	onini 	tomyam 	masa4_ 	rairai 	tokotoko 	TENMU 	tanico 	quick 	15 	14
19739 	TENMU 	taa 	rita 	sisimaru 	dora 	^Shiki 	borma 	rairai 	14 	13
19740 	tokotoko 	dora 	tanico 	quick 	tomyam 	masa4_ 	syaka 	borma 	13 	12
19741 	Henry 	culchan 	hikouki 	tanico 	Nocturne 	taa 	noboru 	sisimaru 	12 	11
19742 	Nocturne 	syaka 	hikouki 	quick 	Henry 	tarepanda 	taa 	sisimaru 	13 	12
19743 	Nocturne 	Henry 	koucha 	sisimaru 	dora 	hikouki 	tanico 	quick 	12 	11
19744 	dora 	Henry 	syaka 	porando 	Nocturne 	taa 	tanico 	sisimaru 	15 	14
19745 	Nocturne 	polpo 	culchan 	sisimaru 	Henry 	tarepanda 	taa 	tanico 	13 	12
19746 	TENMU 	Nocturne 	tarepanda 	sisimaru 	dora 	Henry 	polpo 	borma 	10 	9
19747 	TENMU 	Henry 	taa 	sisimaru 	Nocturne 	dora 	borma 	PND 	14 	13
19748 	Nocturne 	Henry 	borma 	Hikari 	polpo 	mannbou 	syaka 	PND 	13 	12
19749 	Henry 	masa4_ 	syaka 	yu_ki 	tokotoko 	koh 	tanico 	PND 	10 	9
19750 	co2 	masa4_ 	tanico 	sisimaru 	Henry 	mannbou 	borma 	PND 	14 	13
19751 	TENMU 	tomyam 	PND 	sisimaru 	masa4_ 	mannbou 	taa 	borma 	14 	13
19752 	TENMU 	culchan 	borma 	PND 	masa4_ 	mannbou 	taa 	tanico 	12 	11
19753 	onini 	co2 	yu_ki 	ruseal 	Henry 	muramura 	mome 	Hikari 	16 	15
19754 	tomyam 	masa4_ 	maseri 	tanico 	TENMU 	culchan 	borma 	PND 	12 	11
19755 	pietan 	polpo 	mannbou 	koucha 	lime 	taa 	syaka 	sisimaru 	14 	13
19756 	masa4_ 	muramura 	culchan 	Hikari 	co2 	Henry 	borma 	PND 	7 	6
19757 	masa4_ 	culchan 	PND 	rita 	TENMU 	tanico 	borma 	Hikari 	12 	11
19758 	lime 	tokotoko 	taa 	syaka 	pietan 	onini 	polpo 	yu_ki 	9 	8
19759 	TENMU 	mmn 	borma 	Hikari 	^Shiki 	hikouki 	mannbou 	tanico 	12 	11
19760 	co2 	Henry 	tarepanda 	cwrouu 	onini 	polpo 	mome 	yuchan 	12 	11
19761 	lime 	quick 	rita 	koucha 	masa4_ 	hikouki 	mannbou 	borma 	18 	17
19762 	tokotoko 	co2 	tarepanda 	syaka 	onini 	Henry 	muramura 	mome 	11 	10
19763 	lime 	yuchan 	tanico 	borma 	TENMU 	masa4_ 	hikouki 	quick 	13 	12
19764 	Nocturne 	masa4_ 	^dirty 	quick 	tomyam 	Henry 	taa 	kanpei 	13 	12
19765 	tomyam 	^dirty 	taa 	PND 	onini 	Nocturne 	quick 	sisimaru 	13 	12
19766 	onini 	TENMU 	syaka 	Hikari 	pietan 	Nocturne 	tarepanda 	sisimaru 	16 	15
19767 	tarepanda 	culchan 	quick 	sisimaru 	tomyam 	PND 	borma 	koucha 	11 	10
19768 	onini 	Henry 	syaka 	borma 	pietan 	tarepanda 	taa 	Hikari 	14 	13
19769 	pietan 	taa 	mannbou 	quick 	TENMU 	tomyam 	PND 	Hikari 	12 	11
19770 	TENMU 	tomyam 	borma 	PND 	tokotoko 	Henry 	mannbou 	quick 	15 	14
19771 	pietan 	syaka 	mannbou 	quick 	TENMU 	tomyam 	PND 	Hikari 	12 	11
19772 	Nocturne 	hikouki 	borma 	PND 	tomyam 	Henry 	Hikari 	quick 	15 	14
19773 	dora 	Henry 	mannbou 	sisimaru 	tokotoko 	^dirty 	borma 	porando 	12 	11
19774 	dora 	syaka 	borma 	porando 	^dirty 	hikouki 	PND 	quick 	15 	14
19775 	tomyam 	dora 	mannbou 	sisimaru 	Henry 	culchan 	hikouki 	PND 	13 	12
19776 	TENMU 	borma 	yu_ki 	PND 	masa4_ 	cwrouu 	hikouki 	ruseal 	10 	9
19777 	onini 	Henry 	culchan 	yu_ki 	tokotoko 	co2 	Ros 	yuchan 	13 	12
19778 	lime 	co2 	Henry 	yuchan 	onini 	tokotoko 	tarepanda 	yu_ki 	17 	16
19779 	onini 	co2 	tarepanda 	yu_ki 	lime 	Henry 	Ros 	yuchan 	11 	10
19780 	lime 	TENMU 	hikouki 	sisimaru 	tomyam 	dora 	masa4_ 	tanico 	14 	13
19781 	dora 	hikouki 	SeiRen 	sisimaru 	blackhouse 	mmn 	tanico 	borma 	14 	13
19782 	blackhouse 	yuchan 	maseri 	koucha 	polpo 	single 	quick 	kano 	10 	9
19783 	Nocturne 	syaka 	PND 	kano 	masa4_ 	polpo 	maseri 	single 	15 	14
19784 	tomyam 	mannbou 	single 	quick 	masa4_ 	Ros 	yu_ki 	rita 	13 	12
19785 	Nocturne 	masa4_ 	syaka 	maseri 	lime 	polpo 	Ros 	quick 	14 	13
